category,indicator,indicator_friendly,type_data,latitude,longitude,region_id,country_id,name,year,value
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1986,1.77
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1987,1.77
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1988,1.77
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1989,1.77
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1990,1.53
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1991,1.53
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1992,1.53
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1993,1.53
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1994,1.53
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1995,1.4
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1996,1.4
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1997,1.4
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1998,1.4
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1999,1.4
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2000,1.31
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2001,1.31
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2002,1.31
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2003,1.31
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2004,1.31
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2005,1.16
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2006,1.16
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2007,1.16
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2008,1.16
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2009,1.16
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2010,0.97
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2011,0.97
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2012,0.97
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2013,0.97
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2014,0.97
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2015,0.8
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2016,0.8
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2017,0.8
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2018,0.8
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2019,0.8
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2020,0.7
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2021,0.7
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2022,0.7
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2023,0.7
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2024,0.7
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2025,0.61
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2026,0.61
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2027,0.61
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2028,0.61
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2029,0.61
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2030,0.5
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2031,0.5
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2032,0.5
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2033,0.5
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2034,0.5
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2035,0.37
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2036,0.37
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2037,0.37
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2038,0.37
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2039,0.37
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2040,0.23
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2041,0.23
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2042,0.23
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2043,0.23
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2044,0.23
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2045,0.1
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2046,0.1
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2047,0.1
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-5,120,789,ID,Indonesia,2000,34.4
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-5,120,789,ID,Indonesia,1995,42.6
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-5,120,789,ID,Indonesia,2005,26.3
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-5,120,789,ID,Indonesia,1990,50.8
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-5,120,789,ID,Indonesia,2007,23
Slum dwellers,literacy_rate_non_slum,Literacy rate by shelter deprivation – Non slum,p,-5,120,789,ID,Indonesia,2002,94.4
Health,children_with_diarrhea_slum,Proportion of children with diarrhea in last two weeks – Slum,p,-5,120,789,ID,Indonesia,1992,13
Health,children_with_diarrhea_slum,Proportion of children with diarrhea in last two weeks – Slum,p,-5,120,789,ID,Indonesia,2004,13
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2050,61024
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1950,69675
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1955,74815
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1960,81939
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1965,90265
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1970,99956
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1975,109231
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1980,117706
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1985,123691
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1990,126924
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,1995,127222
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2000,122774
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2005,117236
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2007,114795
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2010,110965
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2015,104370
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2020,98018
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2025,92496
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2030,86861
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2035,80784
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2040,74334
Population,rural_population,Rural population,1000,-5,120,789,ID,Indonesia,2045,67680
City prosperity,cpi_productivity_index,Productivity index,p,-6.174418,106.829438,789,ID,Jakarta,2012,0.636
Slum dwellers,slum_population,Slum population – Urban,1000,-5,120,789,ID,Indonesia,2000,30620
Slum dwellers,slum_population,Slum population – Urban,1000,-5,120,789,ID,Indonesia,1995,29912
Slum dwellers,slum_population,Slum population – Urban,1000,-5,120,789,ID,Indonesia,2005,28574
Slum dwellers,slum_population,Slum population – Urban,1000,-5,120,789,ID,Indonesia,1990,28407
Slum dwellers,slum_population,Slum population – Urban,1000,-5,120,789,ID,Indonesia,2007,26852
Slum dwellers,literacy_rate_1_shelter_deprivation,Literacy rate by shelter deprivation – 1 Shelter deprivation,p,-5,120,789,ID,Indonesia,2002,87.3
Slum dwellers,literacy_rate_1_shelter_deprivation,Literacy rate by shelter deprivation – 1 Shelter deprivation,p,-5,120,789,ID,Indonesia,1994,91.9
Slum dwellers,literacy_rate_1_shelter_deprivation,Literacy rate by shelter deprivation – 1 Shelter deprivation,p,-5,120,789,ID,Indonesia,1997,93.6
Slum dwellers,distribution_of_solid_cooking_fuel_slum,Percent distribution of solid cooking fuel – Slum,p,-5,120,789,ID,Indonesia,2002,29.9
Population,infant_mortality_rate,Infant Mortality rate (Deaths per 1000 live births),n,-5,120,789,ID,Indonesia,1990,60
Population,infant_mortality_rate,Infant Mortality rate (Deaths per 1000 live births),n,-5,120,789,ID,Indonesia,1960,128
Population,infant_mortality_rate,Infant Mortality rate (Deaths per 1000 live births),n,-5,120,789,ID,Indonesia,1995,48
Population,infant_mortality_rate,Infant Mortality rate (Deaths per 1000 live births),n,-5,120,789,ID,Indonesia,2000,36
Population,infant_mortality_rate,Infant Mortality rate (Deaths per 1000 live births),n,-5,120,789,ID,Indonesia,1970,104
Population,infant_mortality_rate,Infant Mortality rate (Deaths per 1000 live births),n,-5,120,789,ID,Indonesia,2005,28
Population,infant_mortality_rate,Infant Mortality rate (Deaths per 1000 live births),n,-5,120,789,ID,Indonesia,2007,24.8
Population,infant_mortality_rate,Infant Mortality rate (Deaths per 1000 live births),n,-5,120,789,ID,Indonesia,1980,79
Slum dwellers,durable_housing_urban_population_countries,Proportion of urban population with durable housing – Countries,p,-5,120,789,ID,Indonesia,1994,84.4
Slum dwellers,durable_housing_urban_population_countries,Proportion of urban population with durable housing – Countries,p,-5,120,789,ID,Indonesia,2002,86
Slum dwellers,durable_housing_urban_population_countries,Proportion of urban population with durable housing – Countries,p,-5,120,789,ID,Indonesia,1991,79.2
Slum dwellers,durable_housing_urban_population_countries,Proportion of urban population with durable housing – Countries,p,-5,120,789,ID,Indonesia,1997,87.3
Slum dwellers,durable_housing_urban_population_countries,Proportion of urban population with durable housing – Countries,p,-5,120,789,ID,Indonesia,2007,88.6
Slum dwellers,literacy_rate_urban,Literacy rate by shelter deprivation – Urban,p,-5,120,789,ID,Indonesia,1994,89.8
Slum dwellers,literacy_rate_urban,Literacy rate by shelter deprivation – Urban,p,-5,120,789,ID,Indonesia,2002,91.5
Slum dwellers,literacy_rate_urban,Literacy rate by shelter deprivation – Urban,p,-5,120,789,ID,Indonesia,1997,92.8
